"","GEOID","NAME","B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M"
"1","01003","Baldwin County, Alabama",76779,3010,66894,3117,229,186,59033,3341,7632,1949,9885,1894
"2","01015","Calhoun County, Alabama",43972,1687,37160,1948,40,66,31399,1996,5721,1302,6812,1022
"3","01043","Cullman County, Alabama",30299,1234,24601,1305,271,207,21793,1425,2537,859,5698,988
"4","01049","DeKalb County, Alabama",25383,1190,21038,1305,117,150,17234,1445,3687,997,4345,1003
"5","01051","Elmore County, Alabama",29350,1102,26807,1234,159,181,23710,1511,2938,1036,2543,720
"6","01055","Etowah County, Alabama",38766,1489,32526,1659,203,170,28068,1860,4255,918,6240,974
"7","01069","Houston County, Alabama",39167,959,31375,1022,188,116,27776,996,3411,449,7792,664
"8","01073","Jefferson County, Alabama",261904,4316,229312,4699,673,275,203608,4947,25031,2197,32592,2336
"9","01077","Lauderdale County, Alabama",37875,1391,30898,1688,163,204,26724,1658,4011,1023,6977,1276
"10","01081","Lee County, Alabama",59354,1783,54042,2081,151,199,48671,1964,5220,1123,5312,1231
"11","01083","Limestone County, Alabama",31880,1214,26790,1308,98,123,23050,1502,3642,1191,5090,1186
"12","01089","Madison County, Alabama",143669,2833,131789,3058,518,517,122117,3532,9154,1682,11880,1720
"13","01095","Marshall County, Alabama",34726,1047,29177,1318,84,90,27088,1504,2005,701,5549,1046
"14","01097","Mobile County, Alabama",157141,2741,129902,3346,750,449,112464,3489,16688,2067,27239,2389
"15","01101","Montgomery County, Alabama",90827,1963,77854,2306,211,290,71754,2549,5889,1416,12973,1490
"16","01103","Morgan County, Alabama",44816,1847,36987,2105,288,223,31957,1952,4742,1003,7829,1347
"17","01115","St. Clair County, Alabama",31615,1367,28292,1474,16,29,23696,1627,4580,1246,3323,994
"18","01117","Shelby County, Alabama",76059,1692,71987,1741,98,121,66827,1873,5062,1082,4072,895
"19","01121","Talladega County, Alabama",31517,1635,26992,1717,8,13,23476,1651,3508,850,4525,775
"20","01125","Tuscaloosa County, Alabama",73825,2003,63681,2400,69,117,56351,2906,7261,1585,10144,1608
"21","01127","Walker County, Alabama",23863,1316,20024,1318,151,147,17248,1417,2625,763,3839,750
"22","02020","Anchorage Municipality, Alaska",105249,1864,101065,2096,380,244,96101,2229,4584,1020,4184,1060
"23","02090","Fairbanks North Star Borough, Alaska",33770,1901,31682,2007,354,255,27964,2296,3364,901,2088,925
"24","02170","Matanuska-Susitna Borough, Alaska",30305,769,28650,782,37,61,26059,806,2554,461,1655,405
"25","04001","Apache County, Arizona",20018,884,12417,819,293,147,8008,786,4116,564,7601,631
"26","04003","Cochise County, Arizona",50147,2119,43629,2322,219,171,38762,2306,4648,1056,6518,1059
"27","04005","Coconino County, Arizona",47408,1957,42484,2025,343,228,36174,2020,5967,1027,4924,806
"28","04013","Maricopa County, Arizona",1521131,9246,1408161,10141,4393,1093,1286302,10324,117466,4880,112970,5198
"29","04015","Mohave County, Arizona",84876,2775,73420,3334,312,243,68446,3438,4662,988,11456,1769
"30","04017","Navajo County, Arizona",33587,1656,24694,1439,69,85,19461,1335,5164,894,8893,1000
"31","04019","Pima County, Arizona",400835,4105,364197,4698,1580,573,339453,5095,23164,2064,36638,3197
"32","04021","Pinal County, Arizona",132352,3221,120230,3445,433,340,109691,3794,10106,1807,12122,1598
"33","04025","Yavapai County, Arizona",94962,2874,84713,2985,505,292,75556,3375,8652,1821,10249,1317
"34","04027","Yuma County, Arizona",73072,2001,62561,2529,223,163,57978,2755,4360,1138,10511,1698
"35","05007","Benton County, Arkansas",94494,1606,86755,1881,369,269,55146,2470,31240,2505,7739,1106
"36","05031","Craighead County, Arkansas",39813,1369,34907,1666,0,197,31444,1791,3463,910,4906,932
"37","05045","Faulkner County, Arkansas",43964,1306,39641,1669,60,100,33815,1895,5766,1310,4323,927
"38","05051","Garland County, Arkansas",39309,2140,34337,2113,80,134,31264,2061,2993,1054,4972,1190
"39","05069","Jefferson County, Arkansas",26750,1509,22928,1534,42,75,17116,1605,5770,1229,3822,818
"40","05085","Lonoke County, Arkansas",26327,934,22508,1148,107,122,20220,1287,2181,775,3819,898
"41","05119","Pulaski County, Arkansas",161291,2762,138755,3426,465,314,123869,3470,14421,2348,22536,2635
"42","05125","Saline County, Arkansas",43371,1397,39103,1692,239,230,36314,1698,2550,930,4268,997
"43","05131","Sebastian County, Arkansas",51055,1457,44262,1959,75,125,38598,2127,5589,1446,6793,1348
"44","05143","Washington County, Arkansas",88690,1279,80809,2145,227,163,66023,2906,14559,2442,7881,1478
"45","05145","White County, Arkansas",28221,1401,23382,1558,59,74,20703,1664,2620,963,4839,1147
"46","06001","Alameda County, California",572012,3657,535400,5056,1215,419,497747,5669,36438,3097,36612,2976
"47","06007","Butte County, California",85531,2090,78416,2254,465,305,70042,2697,7909,1698,7115,1269
"48","06013","Contra Costa County, California",391288,2968,371712,3599,908,373,354650,3991,16154,2367,19576,2390
"49","06017","El Dorado County, California",69653,2207,64756,2238,178,150,60198,2238,4380,1209,4897,1200
"50","06019","Fresno County, California",303216,2788,268565,4068,920,463,239357,4349,28288,2530,34651,3157
"51","06023","Humboldt County, California",54230,1436,48613,1624,429,327,43450,2013,4734,986,5617,1031
"52","06025","Imperial County, California",44855,1612,37339,1809,56,98,33259,1754,4024,1176,7516,1102
"53","20045","Douglas County, Kansas",45572,1406,43016,1515,50,86,38166,1845,4800,1382,2556,788
"54","20091","Johnson County, Kansas",225606,2066,214614,2502,493,270,207355,2796,6766,1402,10992,1476
"55","20103","Leavenworth County, Kansas",27174,1049,25225,1140,163,168,21525,1381,3537,1157,1949,633
"56","20161","Riley County, Kansas",25523,1501,24137,1603,0,174,21967,1797,2170,918,1386,696
"57","20173","Sedgwick County, Kansas",195815,2528,171157,3129,1000,400,160303,3357,9854,1645,24658,2431
"58","20177","Shawnee County, Kansas",70101,1899,58904,2158,342,165,48649,2400,9913,1734,11197,1530
"59","20209","Wyandotte County, Kansas",58524,1266,51455,1463,165,147,42452,1428,8838,1437,7069,980
"60","21015","Boone County, Kentucky",46849,1034,43811,1500,0,190,42402,1623,1409,730,3038,804
"61","21029","Bullitt County, Kentucky",29037,876,25801,1105,0,190,23371,1286,2430,926,3236,778
"62","21037","Campbell County, Kentucky",36461,1248,33182,1389,488,333,29834,1510,2860,920,3279,630
"63","21047","Christian County, Kentucky",25121,1117,20656,1395,211,197,16901,1584,3544,1057,4465,1009
"64","21059","Daviess County, Kentucky",39629,1153,34837,1359,173,191,32068,1410,2596,736,4792,1042
"65","21067","Fayette County, Kentucky",127137,2102,117698,2285,119,151,108544,2375,9035,1630,9439,1284
"66","21093","Hardin County, Kentucky",39684,1908,34965,2167,233,197,31264,2116,3468,1181,4719,1167
"67","21111","Jefferson County, Kentucky",314161,2817,279565,3613,627,274,261278,3749,17660,2208,34596,2695
"68","21117","Kenton County, Kentucky",63609,1297,57816,1351,136,168,54247,1586,3433,978,5793,816
"69","21145","McCracken County, Kentucky",28416,1100,23245,1289,0,190,21040,1569,2205,931,5171,997
"70","21151","Madison County, Kentucky",33633,1128,29775,1400,51,63,25989,1513,3735,1164,3858,862
"71","21185","Oldham County, Kentucky",21180,443,20364,537,74,102,19222,802,1068,552,816,359
"72","21227","Warren County, Kentucky",47444,1236,42727,1423,133,161,40170,1550,2424,653,4717,928
"73","22005","Ascension Parish, Louisiana",40950,1545,38193,1630,117,156,36010,1769,2066,898,2757,896
"74","22015","Bossier Parish, Louisiana",47458,1800,41682,2166,201,245,32688,2334,8793,1773,5776,1412
"75","22017","Caddo Parish, Louisiana",96532,2351,79793,2508,495,358,65552,3457,13746,2245,16739,1922
"76","22019","Calcasieu Parish, Louisiana",77029,2177,65071,2609,175,183,54356,2373,10540,1864,11958,1965
"77","22033","East Baton Rouge Parish, Louisiana",163764,3551,145733,4202,60,99,132320,4235,13353,1981,18031,2442
"78","22045","Iberia Parish, Louisiana",26240,1181,21966,1201,35,61,18947,1457,2984,937,4274,1085
"79","22051","Jefferson Parish, Louisiana",170710,2318,145891,3069,585,328,126322,3561,18984,2199,24819,2202
"80","22055","Lafayette Parish, Louisiana",89130,2127,80649,2511,0,208,74854,2619,5795,1228,8481,1480
"81","22057","Lafourche Parish, Louisiana",37199,999,31132,1348,0,208,27796,1411,3336,899,6067,978
"82","22063","Livingston Parish, Louisiana",47479,1665,41970,1856,110,188,35762,2406,6098,1607,5509,1251
"83","22071","Orleans Parish, Louisiana",154355,2906,131734,3293,352,320,112014,3098,19368,1748,22621,1654
"84","22073","Ouachita Parish, Louisiana",54349,1840,43052,1957,121,196,37694,2092,5237,1114,11297,1701
"85","22079","Rapides Parish, Louisiana",47745,1868,40152,1791,105,119,35499,1820,4548,1253,7593,1193
"86","22097","St. Landry Parish, Louisiana",30302,1333,22814,1364,1130,570,17402,1317,4282,803,7488,876
"87","22103","St. Tammany Parish, Louisiana",92205,1838,83347,2134,63,109,78380,2515,4904,1349,8858,1494
"88","22105","Tangipahoa Parish, Louisiana",47756,1780,42710,2102,0,208,38553,2180,4157,1179,5046,1294
"89","22109","Terrebonne Parish, Louisiana",40102,1546,35040,1731,259,274,29274,1832,5507,1363,5062,1114
"90","23001","Androscoggin County, Maine",44917,1105,40160,1244,427,311,36044,1494,3689,972,4757,928
"91","23003","Aroostook County, Maine",27514,916,22714,999,331,147,18086,1074,4297,846,4800,802
"92","23005","Cumberland County, Maine",118049,2275,109895,2365,1019,620,101183,2787,7693,1615,8154,1284
"93","23011","Kennebec County, Maine",47791,1833,41364,2203,293,185,38401,2036,2670,694,6427,1260
"94","23019","Penobscot County, Maine",60195,1491,53858,1648,658,245,48775,1735,4425,888,6337,1008
"95","23031","York County, Maine",82469,2561,72663,2782,939,571,67624,2888,4100,912,9806,1795
"96","24001","Allegany County, Maryland",27608,1421,22980,1498,79,83,21045,1487,1856,598,4628,827
"97","24003","Anne Arundel County, Maryland",206956,2933,196242,3354,127,127,187594,3463,8521,1852,10714,1484
"98","24005","Baltimore County, Maryland",312921,2473,285381,2992,1263,457,265658,4010,18460,2437,27540,1884
"99","24009","Calvert County, Maryland",32434,912,29891,1202,122,120,28490,1252,1279,573,2543,864
"100","24013","Carroll County, Maryland",61661,973,56232,1207,529,283,52137,1516,3566,850,5429,808
"101","24015","Cecil County, Maryland",37296,1460,34541,1765,166,165,32278,1774,2097,719,2755,877
"102","24017","Charles County, Maryland",55929,1317,50511,1666,0,198,47633,1749,2878,840,5418,1239
"103","24021","Frederick County, Maryland",89800,1578,81962,1907,412,223,78201,1832,3349,886,7838,1111
"104","24025","Harford County, Maryland",91813,2011,83876,2333,430,296,79008,2328,4438,1255,7937,1430
"105","24027","Howard County, Maryland",112542,1721,107961,2185,123,148,105027,2293,2811,1129,4581,1011
"106","24031","Montgomery County, Maryland",373346,2949,357829,3461,603,364,337562,3989,19664,2497,15517,1583
"107","24033","Prince George's County, Maryland",307816,2685,289723,3022,836,366,267068,3180,21819,2525,18093,1716
"108","24037","St. Mary's County, Maryland",41368,1136,36737,1466,309,270,31685,1747,4743,1244,4631,1123
"109","24043","Washington County, Maryland",55824,1661,47455,1928,341,199,42161,2210,4953,1089,8369,1390
"110","24045","Wicomico County, Maryland",36774,1554,32935,1755,230,206,28366,1702,4339,931,3839,1084
"111","24510","Baltimore city, Maryland",240761,4046,203546,4694,825,422,176077,4217,26644,2614,37215,2728
"112","25001","Barnstable County, Massachusetts",92582,3857,85516,3818,872,500,78571,3713,6073,1297,7066,1148
"113","25003","Berkshire County, Massachusetts",54204,1712,48246,1751,365,195,44755,2028,3126,827,5958,975
"114","25005","Bristol County, Massachusetts",214232,2316,187468,3226,483,276,173356,3648,13629,2242,26764,2684
"115","25009","Essex County, Massachusetts",289817,2773,263543,3864,996,477,244797,3816,17750,2752,26274,2381
"116","25011","Franklin County, Massachusetts",30868,736,26616,989,313,172,24473,1056,1830,543,4252,775
"117","25013","Hampden County, Massachusetts",178623,2137,153709,2587,975,402,138704,3108,14030,2154,24914,2011
"118","25015","Hampshire County, Massachusetts",58167,1210,53545,1615,94,92,50807,1803,2644,942,4622,1047
"119","25017","Middlesex County, Massachusetts",593437,4076,548465,5873,1141,368,520910,6156,26414,2386,44972,3427
"120","25021","Norfolk County, Massachusetts",260609,2715,241555,3167,718,419,232061,3469,8776,1700,19054,2332
"121","25023","Plymouth County, Massachusetts",184577,2667,170095,3378,256,226,160085,3393,9754,1496,14482,2017
"122","25025","Suffolk County, Massachusetts",306790,3509,276848,4117,617,329,254666,4596,21565,2572,29942,2655
"123","25027","Worcester County, Massachusetts",304833,2918,274445,3752,1230,488,254437,4253,18778,2320,30388,2437
"124","26005","Allegan County, Michigan",41995,1226,36399,1383,261,229,32638,1414,3500,787,5596,853
"125","26017","Bay County, Michigan",43876,1199,38166,1347,165,149,35614,1417,2387,625,5710,910
"126","26021","Berrien County, Michigan",62538,1519,54157,1604,417,202,47908,1680,5832,1085,8381,1190
"127","26025","Calhoun County, Michigan",52888,1350,45561,1667,284,166,40917,1802,4360,823,7327,1127
"128","26037","Clinton County, Michigan",28944,704,26084,762,287,186,24302,716,1495,403,2860,484
"129","26045","Eaton County, Michigan",44666,837,39997,1223,270,181,36498,1286,3229,866,4669,887
"130","26049","Genesee County, Michigan",167171,2232,142186,2912,622,290,123460,3160,18104,1980,24985,2207
"131","26055","Grand Traverse County, Michigan",37252,1261,34425,1547,356,256,30523,1671,3546,886,2827,759
"132","26065","Ingham County, Michigan",111779,1888,101863,2436,260,171,90552,2806,11051,1594,9916,1399
"133","26073","Isabella County, Michigan",23920,955,21405,1114,96,92,18103,1218,3206,687,2515,640
"134","26075","Jackson County, Michigan",59993,1688,52292,1839,230,182,46945,1870,5117,1044,7701,1152
"135","26077","Kalamazoo County, Michigan",102336,1841,92651,2319,171,152,86766,2161,5714,967,9685,1269
"136","26081","Kent County, Michigan",238472,2322,218708,2806,356,254,205100,3281,13252,2014,19764,2149
"137","26087","Lapeer County, Michigan",33178,923,29718,1090,335,210,25717,1186,3666,798,3460,658
"138","26091","Lenawee County, Michigan",37781,1320,33738,1253,606,263,30441,1487,2691,766,4043,633
"139","26093","Livingston County, Michigan",70787,1244,65055,1576,267,176,61102,1515,3686,888,5732,1009
"140","26099","Macomb County, Michigan",342255,3004,306136,4073,481,259,284835,4744,20820,2243,36119,2789
"141","26103","Marquette County, Michigan",25822,873,22868,1078,103,100,20155,1150,2610,645,2954,623
"142","26111","Midland County, Michigan",34381,705,30021,995,541,485,27663,1112,1817,481,4360,838
"143","26115","Monroe County, Michigan",58789,1096,52610,1375,301,190,47727,1586,4582,1085,6179,912
"144","26121","Muskegon County, Michigan",65437,1620,55756,1786,524,239,50019,1930,5213,1092,9681,1297
"145","26125","Oakland County, Michigan",500750,3647,468062,4152,1394,485,440452,4740,26216,2656,32688,2491
"146","26139","Ottawa County, Michigan",100425,1475,92811,1801,742,316,85921,2119,6148,1200,7614,1165
"147","26145","Saginaw County, Michigan",78494,1405,65965,1606,145,144,60405,1711,5415,939,12529,1145
"148","26147","St. Clair County, Michigan",65681,1350,56711,1697,446,234,51887,1786,4378,756,8970,1014
"149","26155","Shiawassee County, Michigan",28071,602,24715,928,102,84,22047,979,2566,622,3356,632
"150","26159","Van Buren County, Michigan",29337,1095,24555,1183,105,92,21303,1277,3147,710,4782,834
"151","26161","Washtenaw County, Michigan",140079,1822,131617,2037,356,186,123470,2041,7791,1061,8462,1250
"152","26163","Wayne County, Michigan",677208,5301,579936,5602,2623,780,495427,6103,81886,3741,97272,3844
"153","27003","Anoka County, Minnesota",126477,1009,116408,1780,1388,387,109704,1883,5316,1011,10069,1496
"154","27013","Blue Earth County, Minnesota",25687,603,23819,739,148,130,21190,951,2481,614,1868,483
"155","27019","Carver County, Minnesota",36784,383,34859,578,346,229,33362,732,1151,471,1925,426
"156","27037","Dakota County, Minnesota",159765,1427,149611,1896,384,218,141800,2124,7427,1175,10154,1466
"157","27053","Hennepin County, Minnesota",502061,3716,462356,4114,1691,475,424114,4396,36551,2751,39705,2708
"158","27109","Olmsted County, Minnesota",61357,1001,56160,1319,270,160,52695,1464,3195,742,5197,837
"159","27123","Ramsey County, Minnesota",208743,1912,189968,2508,845,322,176435,2644,12688,1547,18775,1736
"160","27131","Rice County, Minnesota",22895,782,19877,937,149,172,18405,930,1323,567,3018,620
"161","27137","St. Louis County, Minnesota",85170,1615,73888,2047,723,300,65555,2046,7610,1286,11282,1342
"162","27139","Scott County, Minnesota",48237,999,45772,1134,334,259,43812,1306,1626,626,2465,621
"163","27141","Sherburne County, Minnesota",31574,1131,29655,1306,424,299,27144,1356,2087,962,1919,916
"164","27145","Stearns County, Minnesota",58656,1176,53955,1348,628,282,48870,1557,4457,875,4701,689
"165","27163","Washington County, Minnesota",92384,1457,86472,1882,408,224,83239,1778,2825,731,5912,977
"166","27171","Wright County, Minnesota",47571,681,43169,967,234,129,40514,1083,2421,724,4402,940
"167","28033","DeSoto County, Mississippi",61039,1235,56127,1574,209,284,51540,1732,4378,1092,4912,1039
"168","28035","Forrest County, Mississippi",28007,1273,23901,1459,0,213,20240,1531,3661,960,4106,878
"169","28047","Harrison County, Mississippi",75266,2338,64514,2822,188,203,57688,2858,6638,1460,10752,1699
"170","28049","Hinds County, Mississippi",91065,1798,79105,2266,106,108,72478,2254,6521,1246,11960,1668
"171","28059","Jackson County, Mississippi",51637,1850,44852,2095,77,91,38955,2331,5820,1260,6785,1461
"172","28067","Jones County, Mississippi",24901,1199,20527,1432,512,517,13269,1490,6746,1469,4374,972
"173","28075","Lauderdale County, Mississippi",28457,1463,22256,1690,0,213,18782,1597,3474,861,6201,1271
"174","28081","Lee County, Mississippi",33209,974,27283,1435,125,202,24553,1589,2605,834,5926,1154
"175","28089","Madison County, Mississippi",38251,1372,34084,1596,0,213,30415,1623,3669,1008,4167,1044
"176","28121","Rankin County, Mississippi",56353,1338,51435,1732,0,213,46609,2060,4826,1308,4918,1238
"177","29019","Boone County, Missouri",68848,1784,64413,1940,340,278,58143,2109,5930,1360,4435,990
"178","29021","Buchanan County, Missouri",33971,1084,28536,1397,149,141,24955,1559,3432,718,5435,986
"179","29031","Cape Girardeau County, Missouri",29384,1149,26531,1390,162,178,24995,1491,1374,590,2853,803
"180","29037","Cass County, Missouri",38983,788,35313,1318,211,147,32106,1530,2996,875,3670,1086
"181","29043","Christian County, Missouri",30920,1059,29105,1179,107,127,26498,1305,2500,811,1815,614
"182","29047","Clay County, Missouri",89398,1764,84645,2036,365,263,79324,2222,4956,1214,4753,994
"183","29051","Cole County, Missouri",29995,1096,26430,1256,190,136,19766,1444,6474,1453,3565,747
"184","29071","Franklin County, Missouri",40023,1199,36018,1483,363,287,32159,1609,3496,1025,4005,1029
"185","29077","Greene County, Missouri",121734,1955,110779,2235,266,189,96588,2619,13925,1737,10955,1481
"186","29095","Jackson County, Missouri",281910,3278,248788,3457,1163,527,220341,4110,27284,2280,33122,2566
"187","29097","Jasper County, Missouri",45730,1497,39684,1819,68,117,35460,1738,4156,1033,6046,1219
"188","29099","Jefferson County, Missouri",83754,1394,75943,1711,426,259,70759,1895,4758,1028,7811,1278
"189","29165","Platte County, Missouri",37929,1025,35790,1121,77,63,32864,1392,2849,819,2139,558
"190","29183","St. Charles County, Missouri",143152,2185,135843,2426,802,306,126126,2478,8915,1573,7309,1160
"191","29187","St. Francois County, Missouri",24350,1203,20174,1304,68,121,18651,1432,1455,547,4176,851
"192","29189","St. Louis County, Missouri",403271,3995,368153,4985,1220,448,343441,5254,23492,2326,35118,3172
"193","29510","St. Louis city, Missouri",139021,3248,116588,3056,161,126,101504,2974,14923,1952,22433,1770
"194","30013","Cascade County, Montana",33759,967,27799,1214,113,117,24400,1352,3286,842,5960,969
"195","30029","Flathead County, Montana",39279,1534,35467,1723,364,220,32736,1889,2367,830,3812,939
"196","30031","Gallatin County, Montana",39644,1504,36796,1639,251,207,33050,1707,3495,1066,2848,859
"197","30049","Lewis and Clark County, Montana",27283,1043,24702,1281,280,239,22704,1372,1718,715,2581,805
"198","30063","Missoula County, Montana",47725,1317,43637,1596,138,138,40306,1734,3193,882,4088,957
"199","30111","Yellowstone County, Montana",65019,1450,59437,1792,350,215,53430,1783,5657,1288,5582,1208
"200","31055","Douglas County, Nebraska",214073,2230,191342,2769,1686,565,176184,3253,13472,1905,22731,2097
"201","31109","Lancaster County, Nebraska",122027,2130,112619,2630,310,217,104695,2667,7614,1535,9408,1499
"202","31153","Sarpy County, Nebraska",64863,949,60860,1182,71,122,57168,1327,3621,959,4003,949
"203","32003","Clark County, Nevada",755258,5554,688493,6620,3021,734,602508,7958,82964,4809,66765,3860
"204","32031","Washoe County, Nevada",174726,1883,159163,2444,591,369,142165,3036,16407,2086,15563,1605
"205","33005","Cheshire County, New Hampshire",29428,1274,25936,1436,305,211,23734,1550,1897,761,3492,796
"206","33009","Grafton County, New Hampshire",33546,1576,29963,1650,287,226,26874,1706,2802,935,3583,857
"207","33011","Hillsborough County, New Hampshire",158777,1766,147771,2214,558,267,139845,2464,7368,1453,11006,1592
